Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 04/04  19:00:00,265.883829751,25.4178222887,6.55411085515,0.0,41.9242800987,36.8599292233,10.5047456805,0.0,9.34,1.16474568048
 04/04  20:00:00,246.327529912,25.4178222887,5.58844078904,0.0,34.9369000822,32.3179380704,9.33723652439,0.0,8.1725,1.16473652439
 04/04  21:00:00,178.346702021,25.4178222887,3.7537861654,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 04/04  22:00:00,124.970245367,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49940103724,0.0,2.335,1.16440103724
 04/04  23:00:00,154.841873124,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/04  24:00:00,132.855054178,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/05  01:00:00,122.603009415,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/05  02:00:00,122.588304093,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49926923443,0.0,2.335,1.16426923443
 04/05  03:00:00,122.533638741,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/05  04:00:00,130.278925341,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/05  05:00:00,129.616116274,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49924115998,0.0,2.335,1.16424115998
 04/05  06:00:00,182.183160402,25.4178222887,1.78852634693,0.0,13.9747600329,18.6919646116,8.11137338214,3.42137338214,4.67,0.02
 04/05  07:00:00,188.420642348,25.4178222887,1.39054805978,0.0,13.9747600329,18.6919646116,29.9321809739,25.2421809739,4.67,0.02
 04/05  08:00:00,265.022011537,25.4178222887,3.50757146622,0.0,34.9369000822,32.3179380704,20.4569734951,11.1199391385,8.1725,1.1645343566
 04/05  09:00:00,298.198135679,25.4178222887,5.98964472037,0.0,62.886420148,41.4019203762,11.6720794331,0.0,10.5075,1.16457943311
 04/05  10:00:00,295.908584442,25.4178222887,7.2403462381,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 04/05  11:00:00,313.986223845,25.4178222887,8.25615447581,0.0,62.886420148,41.4019203762,11.6724319334,0.0,10.5075,1.1649319334
 04/05  12:00:00,305.426903463,25.4178222887,8.83460032501,0.0,62.886420148,41.4019203762,11.6724992784,0.0,10.5075,1.1649992784
 04/05  13:00:00,305.521440897,25.4178222887,9.03901106987,0.0,62.886420148,41.4019203762,11.6725281482,0.0,10.5075,1.16502814818
 04/05  14:00:00,298.059015168,25.4178222887,9.27130223099,0.0,62.886420148,41.4019203762,11.6723798105,0.0,10.5075,1.16487981053
 04/05  15:00:00,293.991317054,25.4178222887,9.57387346719,0.0,62.886420148,41.4019203762,11.672385122,0.0,10.5075,1.16488512204
 04/05  16:00:00,295.265033286,25.4178222887,9.97990335921,0.0,62.886420148,41.4019203762,11.67243481,0.0,10.5075,1.16493480999
 04/05  17:00:00,294.99805037,25.4178222887,9.87756214527,0.0,62.886420148,41.4019203762,11.6723079715,0.0,10.5075,1.16480797155
 04/05  18:00:00,287.498601653,25.4178222887,8.44351241465,0.0,41.9242800987,36.8599292233,10.5047370845,0.0,9.34,1.16473708446
 04/05  19:00:00,284.609982691,25.4178222887,8.06811486989,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 04/05  20:00:00,265.018519611,25.4178222887,6.83209887308,0.0,34.9369000822,32.3179380704,9.33712426755,0.0,8.1725,1.16462426755
 04/05  21:00:00,189.806293225,25.4178222887,4.71438894413,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 04/05  22:00:00,129.827691384,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49939285394,0.0,2.335,1.16439285394
 04/05  23:00:00,159.539822603,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/05  24:00:00,139.958175886,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/06  01:00:00,129.38324161,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49926035296,0.0,2.335,1.16426035296
 04/06  02:00:00,129.011738234,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/06  03:00:00,128.379052663,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/06  04:00:00,136.130880489,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49924086725,0.0,2.335,1.16424086725
 04/06  05:00:00,135.076442829,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/06  06:00:00,184.54587809,25.4178222887,2.05078849675,0.0,13.9747600329,18.6919646116,6.44647938988,1.75647938988,4.67,0.02
 04/06  07:00:00,187.971415519,25.4178222887,1.25603402705,0.0,13.9747600329,18.6919646116,38.1727945842,32.3384226245,4.67,1.16437195967
 04/06  08:00:00,261.88342822,25.4178222887,2.9001680435,0.0,34.9369000822,32.3179380704,26.7953792966,18.6028792966,8.1725,0.02
 04/06  09:00:00,288.895204354,25.4178222887,4.6773916947,0.0,62.886420148,41.4019203762,11.6721172795,0.0,10.5075,1.16461727948
 04/06  10:00:00,276.670168717,25.4178222887,6.00820463809,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 04/06  11:00:00,299.891226485,25.4178222887,7.87966122742,0.0,62.886420148,41.4019203762,11.6726147314,0.0,10.5075,1.16511473137
 04/06  12:00:00,289.41393548,25.4178222887,9.44531289659,0.0,62.886420148,41.4019203762,12.8176623204,0.0,10.5075,2.31016232042
 04/06  13:00:00,289.47943485,25.4178222887,10.8182569767,0.0,62.886420148,41.4019203762,11.6725004123,0.0,10.5075,1.16500041232
 04/06  14:00:00,285.336504991,25.4178222887,12.162440738,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 04/06  15:00:00,283.446874742,25.4178222887,13.8065244675,0.0,62.886420148,41.4019203762,11.6723711467,0.0,10.5075,1.16487114668
 04/06  16:00:00,286.243911627,25.4178222887,14.943044141,0.0,62.886420148,41.4019203762,11.6724155476,0.0,10.5075,1.16491554762
 04/06  17:00:00,285.867757065,25.4178222887,14.9087928566,0.0,62.886420148,41.4019203762,11.6722838753,0.0,10.5075,1.16478387526
 04/06  18:00:00,280.219153658,25.4178222887,13.4832604855,0.0,41.9242800987,36.8599292233,10.5047262413,0.0,9.34,1.16472624134
 04/06  19:00:00,274.76512716,25.4178222887,12.0653945048,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 04/06  20:00:00,246.928402538,25.4178222887,9.88626882667,0.0,34.9369000822,32.3179380704,9.33713913179,0.0,8.1725,1.16463913179
 04/06  21:00:00,179.329879323,25.4178222887,9.16147882248,0.0,13.9747600329,18.6919646116,5.83452906938,0.0,4.67,1.16452906938
 04/06  22:00:00,112.525845568,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/06  23:00:00,142.169242691,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/06  24:00:00,116.201967414,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49921481961,0.0,2.335,1.16421481961
 04/07  01:00:00,104.422648058,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/07  02:00:00,102.871387845,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/07  03:00:00,101.736747076,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/07  04:00:00,125.774687728,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49921442759,0.0,2.335,1.16421442759
 04/07  05:00:00,124.597439149,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/07  06:00:00,175.414920421,25.4178222887,0.731021809807,0.0,13.9747600329,18.6919646116,58.531256482,53.841256482,4.67,0.02
 04/07  07:00:00,169.604847354,25.4178222887,0.602915279439,0.0,13.9747600329,18.6919646116,86.0987589722,80.2643207883,4.67,1.16443818394
 04/07  08:00:00,237.260473602,25.4178222887,1.64599097524,0.0,34.9369000822,32.3179380704,69.1252850039,60.9327850039,8.1725,0.02
 04/07  09:00:00,270.269125814,25.4178222887,3.5162122881,0.0,62.886420148,41.4019203762,41.1272988954,29.4551695401,10.5075,1.16462935536
 04/07  10:00:00,265.60001878,25.4178222887,4.3015863513,0.0,62.886420148,41.4019203762,21.1982816022,9.52594764523,10.5075,1.16483395692
 04/07  11:00:00,296.686314725,25.4178222887,5.556601579,0.0,62.886420148,41.4019203762,11.672528488,0.0,10.5075,1.165028488
 04/07  12:00:00,289.815249776,25.4178222887,7.62650288915,0.0,62.886420148,41.4019203762,11.6726360024,0.0,10.5075,1.16513600237
 04/07  13:00:00,293.633023852,25.4178222887,9.57284857086,0.0,62.886420148,41.4019203762,11.6726510692,0.0,10.5075,1.16515106922
 04/07  14:00:00,290.523563552,25.4178222887,11.0119590554,0.0,62.886420148,41.4019203762,11.6723992462,0.0,10.5075,1.1648992462
 04/07  15:00:00,287.312702225,25.4178222887,11.7424278267,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 04/07  16:00:00,288.538786852,25.4178222887,12.5942008408,0.0,62.886420148,41.4019203762,11.6723714086,0.0,10.5075,1.16487140864
 04/07  17:00:00,288.449071023,25.4178222887,13.3132945047,0.0,62.886420148,41.4019203762,11.6724287154,0.0,10.5075,1.16492871543
 04/07  18:00:00,280.280037876,25.4178222887,11.2872107505,0.0,41.9242800987,36.8599292233,10.8008713971,0.296002197812,9.34,1.16486919924
 04/07  19:00:00,265.715370232,25.4178222887,9.83332100029,0.0,41.9242800987,36.8599292233,10.5046419881,0.0,9.34,1.16464198807
 04/07  20:00:00,240.390497177,25.4178222887,7.91783372241,0.0,34.9369000822,32.3179380704,8.1925,0.0,8.1725,0.02
 04/07  21:00:00,172.517798919,25.4178222887,5.38405062596,0.0,13.9747600329,18.6919646116,5.83454759121,0.0,4.67,1.16454759121
 04/07  22:00:00,116.766147598,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/07  23:00:00,145.89926761,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/07  24:00:00,120.703979354,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49922695696,0.0,2.335,1.16422695696
 04/08  01:00:00,108.727376724,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/08  02:00:00,107.864723191,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/08  03:00:00,106.474010297,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91547844725,0.0,1.75125,1.16422844725
 04/08  04:00:00,113.117689289,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/08  05:00:00,110.549950056,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/08  06:00:00,146.64754256,25.4178222887,0.158415217221,0.0,6.98738001645,14.1499734587,70.8484849162,66.181747278,3.5025,1.16423763819
 04/08  07:00:00,150.239876881,25.4178222887,0.192820644069,0.0,6.98738001645,14.1499734587,93.1689982184,89.6464982184,3.5025,0.02
 04/08  08:00:00,218.174344341,25.4178222887,1.00246596804,0.0,20.9621400493,23.2339557645,63.2924188416,56.2904037492,5.8375,1.16451509245
 04/08  09:00:00,249.08103298,25.4178222887,3.06331357457,0.0,41.9242800987,36.8599292233,28.1751956801,18.8151956801,9.34,0.02
 04/08  10:00:00,274.643876653,25.4178222887,4.53846580264,0.0,62.886420148,41.4019203762,12.2847191574,0.612366275765,10.5075,1.16485288166
 04/08  11:00:00,303.33243461,25.4178222887,5.97461859082,0.0,62.886420148,41.4019203762,11.6723828799,0.0,10.5075,1.16488287995
 04/08  12:00:00,295.293822297,25.4178222887,7.87255611387,0.0,62.886420148,41.4019203762,11.6726507908,0.0,10.5075,1.16515079081
 04/08  13:00:00,298.363097221,25.4178222887,10.2139029138,0.0,62.886420148,41.4019203762,11.6726750853,0.0,10.5075,1.1651750853
 04/08  14:00:00,295.76129412,25.4178222887,12.1413659208,0.0,62.886420148,41.4019203762,11.6724428189,0.0,10.5075,1.16494281895
 04/08  15:00:00,295.616142152,25.4178222887,15.4588043288,0.0,62.886420148,41.4019203762,11.6723019792,0.0,10.5075,1.1648019792
 04/08  16:00:00,297.821143589,25.4178222887,17.6153637286,0.0,62.886420148,41.4019203762,11.6723423516,0.0,10.5075,1.16484235164
 04/08  17:00:00,295.111827228,25.4178222887,16.6328261258,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 04/08  18:00:00,268.7377241,25.4178222887,11.1287576786,0.0,34.9369000822,32.3179380704,10.3414955342,1.00416108016,8.1725,1.164834454
 04/08  19:00:00,235.08168726,25.4178222887,7.61999607765,0.0,20.9621400493,23.2339557645,8.15461845958,1.15243636162,5.8375,1.16468209796
 04/08  20:00:00,224.376143852,25.4178222887,6.22206176118,0.0,20.9621400493,23.2339557645,7.00204864229,0.0,5.8375,1.16454864229
 04/08  21:00:00,169.266667975,25.4178222887,4.26001399361,0.0,6.98738001645,14.1499734587,3.5225,0.0,3.5025,0.02
 04/08  22:00:00,121.273988022,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/08  23:00:00,150.19909638,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91563027076,0.0,1.75125,1.16438027076
 04/08  24:00:00,126.810812425,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/09  01:00:00,115.039535626,0.0,0.0,0.0,3.49369000822,6.81298672936,2.9155352986,0.0,1.75125,1.1642852986
 04/09  02:00:00,112.748459319,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/09  03:00:00,110.51154696,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/09  04:00:00,116.831975419,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/09  05:00:00,115.575783117,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91552283018,0.0,1.75125,1.16427283018
 04/09  06:00:00,153.823141191,25.4178222887,0.141899017701,0.0,6.98738001645,14.1499734587,59.2233708945,55.7008708945,3.5025,0.02
 04/09  07:00:00,159.820033245,25.4178222887,0.168316566036,0.0,6.98738001645,14.1499734587,84.3424894284,80.8199894284,3.5025,0.02
 04/09  08:00:00,198.907189457,25.4178222887,0.707566574442,0.0,6.98738001645,14.1499734587,57.5783724999,52.9115218857,3.5025,1.16435061418
 04/09  09:00:00,183.823584643,25.4178222887,1.00786781364,0.0,6.98738001645,14.1499734587,32.6472794958,29.1247794958,3.5025,0.02
 04/09  10:00:00,219.85273889,25.4178222887,2.75087874119,0.0,27.9495200658,27.7759469175,11.6042476085,3.43467035712,7.005,1.16457725139
 04/09  11:00:00,245.657399794,25.4178222887,3.70929638957,0.0,27.9495200658,27.7759469175,7.025,0.0,7.005,0.02
 04/09  12:00:00,266.270081636,25.4178222887,6.74813464172,0.0,41.9242800987,36.8599292233,10.5047712739,0.0,9.34,1.16477127393
 04/09  13:00:00,270.306354929,25.4178222887,8.5511628375,0.0,41.9242800987,36.8599292233,10.5046541379,0.0,9.34,1.16465413794
 04/09  14:00:00,265.177163697,25.4178222887,9.63976300837,0.0,41.9242800987,36.8599292233,10.5046463706,0.0,9.34,1.16464637063
 04/09  15:00:00,261.573190012,25.4178222887,10.602617116,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 04/09  16:00:00,260.615268588,25.4178222887,10.6957805089,0.0,41.9242800987,36.8599292233,10.5047234181,0.0,9.34,1.16472341809
 04/09  17:00:00,226.555703424,25.4178222887,8.28152919011,0.0,27.9495200658,27.7759469175,8.51820184444,0.348493583182,7.005,1.16470826126
 04/09  18:00:00,226.467737194,25.4178222887,6.14549523939,0.0,13.9747600329,18.6919646116,4.99424564536,0.30424564536,4.67,0.02
 04/09  19:00:00,218.654938443,25.4178222887,5.08461980098,0.0,13.9747600329,18.6919646116,5.8346040851,0.0,4.67,1.1646040851
 04/09  20:00:00,210.224462747,25.4178222887,4.11284468458,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 04/09  21:00:00,185.78643874,25.4178222887,3.98045541362,0.0,13.9747600329,18.6919646116,5.83443143613,0.0,4.67,1.16443143613
 04/09  22:00:00,124.229235792,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/09  23:00:00,154.368439643,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 04/09  24:00:00,132.672899243,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91549428458,0.0,1.75125,1.16424428458
 04/10  01:00:00,124.132243682,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/10  02:00:00,123.554438418,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/10  03:00:00,123.555400681,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49922013053,0.0,2.335,1.16422013053
 04/10  04:00:00,131.539189765,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/10  05:00:00,130.790809399,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/10  06:00:00,183.231645625,25.4178222887,2.29769357402,0.0,13.9747600329,18.6919646116,7.25295340978,2.56295340978,4.67,0.02
 04/10  07:00:00,188.087008486,25.4178222887,1.53251445847,0.0,13.9747600329,18.6919646116,30.4339033543,24.5994970132,4.67,1.16440634108
 04/10  08:00:00,264.90967961,25.4178222887,3.71289287709,0.0,34.9369000822,32.3179380704,18.8004553509,10.6079553509,8.1725,0.02
 04/10  09:00:00,299.651122908,25.4178222887,6.73550987414,0.0,62.886420148,41.4019203762,11.6721870546,0.0,10.5075,1.16468705461
 04/10  10:00:00,297.283543877,25.4178222887,8.04998006805,0.0,62.886420148,41.4019203762,11.6722090442,0.0,10.5075,1.16470904421
 04/10  11:00:00,316.350876992,25.4178222887,9.31528250501,0.0,62.886420148,41.4019203762,11.672569444,0.0,10.5075,1.16506944396
 04/10  12:00:00,308.55571461,25.4178222887,10.1816293228,0.0,62.886420148,41.4019203762,11.6726689524,0.0,10.5075,1.16516895235
 04/10  13:00:00,311.388107682,25.4178222887,11.0523256743,0.0,62.886420148,41.4019203762,11.6726769259,0.0,10.5075,1.16517692589
 04/10  14:00:00,304.647166464,25.4178222887,11.779463813,0.0,62.886420148,41.4019203762,11.6724206522,0.0,10.5075,1.16492065216
 04/10  15:00:00,300.115406376,25.4178222887,12.1893984251,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 04/10  16:00:00,297.454030944,25.4178222887,11.7611266107,0.0,62.886420148,41.4019203762,11.6723867169,0.0,10.5075,1.16488671694
 04/10  17:00:00,296.909883229,25.4178222887,11.6433158284,0.0,62.886420148,41.4019203762,11.6724370358,0.0,10.5075,1.16493703576
 04/10  18:00:00,291.48025511,25.4178222887,10.7772719224,0.0,41.9242800987,36.8599292233,10.504871688,0.0,9.34,1.16487168801
 04/10  19:00:00,289.307127896,25.4178222887,10.4782978824,0.0,41.9242800987,36.8599292233,10.5046402968,0.0,9.34,1.16464029678
 04/10  20:00:00,272.475918011,25.4178222887,9.56284918935,0.0,34.9369000822,32.3179380704,8.1925,0.0,8.1725,0.02
 04/10  21:00:00,196.079520582,25.4178222887,7.55591787087,0.0,13.9747600329,18.6919646116,5.8345413828,0.0,4.67,1.1645413828
 04/10  22:00:00,132.501466279,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/10  23:00:00,161.134994189,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/10  24:00:00,142.377006386,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49921993531,0.0,2.335,1.16421993531
 04/11  01:00:00,131.347359355,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/11  02:00:00,131.071760869,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/11  03:00:00,130.413834812,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49921725071,0.0,2.335,1.16421725071
 04/11  04:00:00,157.974979703,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/11  05:00:00,157.846631275,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/11  06:00:00,212.338144702,25.4178222887,4.64003152382,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 04/11  07:00:00,210.18935,25.4178222887,3.24322199107,0.0,13.9747600329,18.6919646116,9.93976725338,4.10533333166,4.67,1.16443392173
 04/11  08:00:00,275.471818449,25.4178222887,6.65029609367,0.0,34.9369000822,32.3179380704,8.1925,0.0,8.1725,0.02
 04/11  09:00:00,308.559421822,25.4178222887,10.0890504712,0.0,62.886420148,41.4019203762,11.6720962002,0.0,10.5075,1.16459620023
 04/11  10:00:00,297.969128678,25.4178222887,8.42207712813,0.0,62.886420148,41.4019203762,11.6722635427,0.0,10.5075,1.16476354267
 04/11  11:00:00,312.409692491,25.4178222887,8.31662238057,0.0,62.886420148,41.4019203762,11.672399162,0.0,10.5075,1.16489916202
 04/11  12:00:00,306.675281685,25.4178222887,9.60151245297,0.0,62.886420148,41.4019203762,11.672481227,0.0,10.5075,1.164981227
 04/11  13:00:00,313.309574607,25.4178222887,11.4463658868,0.0,62.886420148,41.4019203762,11.6724899637,0.0,10.5075,1.16498996369
 04/11  14:00:00,308.164580494,25.4178222887,12.5473927728,0.0,62.886420148,41.4019203762,11.6724656807,0.0,10.5075,1.16496568068
 04/11  15:00:00,308.888979864,25.4178222887,16.2031313985,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 04/11  16:00:00,313.91434233,25.4178222887,20.1345492054,0.0,62.886420148,41.4019203762,11.6724295829,0.0,10.5075,1.16492958291
 04/11  17:00:00,306.971455013,25.4178222887,19.0297865042,0.0,62.886420148,41.4019203762,11.6722856092,0.0,10.5075,1.16478560916
 04/11  18:00:00,287.543318698,25.4178222887,15.0860895316,0.0,41.9242800987,36.8599292233,10.5047332927,0.0,9.34,1.16473329265
 04/11  19:00:00,267.849581278,25.4178222887,12.7505372896,0.0,41.9242800987,36.8599292233,11.1682337217,0.663555887519,9.34,1.16467783415
 04/11  20:00:00,238.107143243,25.4178222887,9.80170343611,0.0,34.9369000822,32.3179380704,8.52147803965,0.328978039655,8.1725,0.02
 04/11  21:00:00,169.648971105,25.4178222887,7.53288848808,0.0,13.9747600329,18.6919646116,5.83445666807,0.0,4.67,1.16445666807
 04/11  22:00:00,111.80369816,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/11  23:00:00,140.90681285,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/11  24:00:00,114.623293703,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49925578969,0.0,2.335,1.16425578969
 04/12  01:00:00,104.728130413,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/12  02:00:00,103.406013129,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/12  03:00:00,103.1979074,0.0,0.0,0.0,3.49369000822,9.08398230582,3.4992525017,0.0,2.335,1.1642525017
 04/12  04:00:00,108.964011795,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/12  05:00:00,107.096701155,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/12  06:00:00,155.949280408,25.4178222887,0.0122753739101,0.0,13.9747600329,18.6919646116,86.283987279,81.593987279,4.67,0.02
 04/12  07:00:00,158.175673095,25.4178222887,0.1414857498,0.0,13.9747600329,18.6919646116,108.05806379,102.223660822,4.67,1.16440296865
 04/12  08:00:00,240.98987831,25.4178222887,1.41695863414,0.0,34.9369000822,32.3179380704,68.5887643138,60.3962643138,8.1725,0.02
 04/12  09:00:00,277.13598933,25.4178222887,3.86297161188,0.0,62.886420148,41.4019203762,26.8564414005,15.1842390439,10.5075,1.16470235658
 04/12  10:00:00,265.065493015,25.4178222887,5.28259004606,0.0,62.886420148,41.4019203762,12.260769663,0.588477471129,10.5075,1.16479219183
 04/12  11:00:00,291.978438809,25.4178222887,7.78865038319,0.0,62.886420148,41.4019203762,11.6724249132,0.0,10.5075,1.16492491324
 04/12  12:00:00,281.225109265,25.4178222887,9.85408356969,0.0,62.886420148,41.4019203762,11.6725043668,0.0,10.5075,1.16500436679
 04/12  13:00:00,281.629288279,25.4178222887,11.434254994,0.0,62.886420148,41.4019203762,11.6725106892,0.0,10.5075,1.16501068924
 04/12  14:00:00,279.320784857,25.4178222887,13.4471120347,0.0,62.886420148,41.4019203762,11.6724842659,0.0,10.5075,1.16498426588
 04/12  15:00:00,278.77670248,25.4178222887,16.422161428,0.0,62.886420148,41.4019203762,11.6722443992,0.0,10.5075,1.16474439922
 04/12  16:00:00,277.480886084,25.4178222887,16.3622673946,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 04/12  17:00:00,279.244914547,25.4178222887,17.0379498704,0.0,62.886420148,41.4019203762,11.6723003807,0.0,10.5075,1.16480038074
 04/12  18:00:00,273.465653928,25.4178222887,15.4464429064,0.0,41.9242800987,36.8599292233,10.5047460712,0.0,9.34,1.16474607116
 04/12  19:00:00,263.389761926,25.4178222887,12.2153990595,0.0,41.9242800987,36.8599292233,10.8414840471,0.336795292363,9.34,1.16468875474
 04/12  20:00:00,235.185142235,25.4178222887,9.0509403835,0.0,34.9369000822,32.3179380704,8.1925,0.0,8.1725,0.02
 04/12  21:00:00,166.175018388,25.4178222887,5.41115742645,0.0,13.9747600329,18.6919646116,5.83446632729,0.0,4.67,1.16446632729
 04/12  22:00:00,104.048033862,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/12  23:00:00,135.915110536,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49925391434,0.0,2.335,1.16425391434
 04/12  24:00:00,110.860515455,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/13  01:00:00,103.095882641,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/13  02:00:00,104.510764886,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/13  03:00:00,105.84625076,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49919730238,0.0,2.335,1.16419730238
 04/13  04:00:00,113.796062761,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/13  05:00:00,113.86841826,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 04/13  06:00:00,167.010011303,25.4178222887,0.647952620506,0.0,13.9747600329,18.6919646116,50.9177645518,46.2277645518,4.67,0.02
 04/13  07:00:00,173.890009977,25.4178222887,0.635868092242,0.0,13.9747600329,18.6919646116,71.723307022,65.8888967556,4.67,1.16441026638
