Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/09  11:00:00,246.580880072,25.4178222887,0.500450726454,0.0,62.886420148,41.4019203762,127.16963176,115.49720296,10.5075,1.16492880059
 01/09  12:00:00,281.649056511,25.4178222887,1.10609673996,0.0,62.886420148,41.4019203762,86.3452972003,74.6726179154,10.5075,1.16517928481
 01/09  13:00:00,269.329885702,25.4178222887,1.73968678476,0.0,62.886420148,41.4019203762,61.935902245,50.2632948983,10.5075,1.16510734671
 01/09  14:00:00,270.577342644,25.4178222887,2.32003183666,0.0,62.886420148,41.4019203762,41.7595667894,30.0868488945,10.5075,1.16521789494
 01/09  15:00:00,269.713012415,25.4178222887,2.90721261637,0.0,62.886420148,41.4019203762,23.6657675488,11.9931705397,10.5075,1.16509700917
 01/09  16:00:00,266.146493702,25.4178222887,3.34877186919,0.0,62.886420148,41.4019203762,15.091372421,3.41891538813,10.5075,1.1649570329
 01/09  17:00:00,266.267598038,25.4178222887,3.19542266166,0.0,62.886420148,41.4019203762,24.2465295667,12.5741494618,10.5075,1.16488010494
 01/09  18:00:00,270.38491882,25.4178222887,2.72113836249,0.0,62.886420148,41.4019203762,52.2089476355,40.5364190314,10.5075,1.16502860403
 01/09  19:00:00,270.743922537,25.4178222887,1.82443558445,0.0,41.9242800987,36.8599292233,74.0336984423,63.5288677695,9.34,1.16483067273
 01/09  20:00:00,257.740900007,25.4178222887,1.5656348777,0.0,41.9242800987,36.8599292233,85.8035334003,75.2988770647,9.34,1.16465633563
 01/09  21:00:00,232.50644114,25.4178222887,1.11341544469,0.0,34.9369000822,32.3179380704,91.063281286,82.870781286,8.1725,0.02
 01/09  22:00:00,168.669613573,25.4178222887,0.346415811714,0.0,13.9747600329,18.6919646116,61.424355458,55.5898669693,4.67,1.16448848872
 01/09  23:00:00,114.2992557,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/09  24:00:00,144.021653925,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49930333186,0.0,2.335,1.16430333186
 01/10  01:00:00,116.566753788,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/10  02:00:00,107.370722095,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/10  03:00:00,107.001249027,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/10  04:00:00,107.479280209,0.0,0.0,0.0,3.49369000822,9.08398230582,3.4992665836,0.0,2.335,1.1642665836
 01/10  05:00:00,129.702771278,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/10  06:00:00,126.871903852,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/10  07:00:00,176.087388881,25.4178222887,0.0166313082086,0.0,13.9747600329,18.6919646116,161.948505748,156.114243061,4.67,1.16426268703
 01/10  08:00:00,174.67456961,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,161.134115633,156.444115633,4.67,0.02
 01/10  09:00:00,241.817598848,25.4178222887,0.414815105139,0.0,34.9369000822,32.3179380704,117.899189169,108.562126493,8.1725,1.1645626757
 01/10  10:00:00,282.40779664,25.4178222887,1.9528889627,0.0,62.886420148,41.4019203762,51.7546365912,41.2271365912,10.5075,0.02
 01/10  11:00:00,284.266731554,25.4178222887,3.22362728226,0.0,62.886420148,41.4019203762,19.4726607006,7.8002193367,10.5075,1.16494136385
 01/10  12:00:00,307.315028639,25.4178222887,4.12558071733,0.0,62.886420148,41.4019203762,12.353426915,0.680788784249,10.5075,1.16513813076
 01/10  13:00:00,299.463978061,25.4178222887,4.91942171416,0.0,62.886420148,41.4019203762,11.672812451,0.0,10.5075,1.16531245104
 01/10  14:00:00,300.327410699,25.4178222887,5.70862140232,0.0,62.886420148,41.4019203762,11.6726642975,0.0,10.5075,1.16516429752
 01/10  15:00:00,294.382374304,25.4178222887,6.17504253513,0.0,62.886420148,41.4019203762,11.6725815871,0.0,10.5075,1.16508158709
 01/10  16:00:00,290.093298577,25.4178222887,6.56977153939,0.0,62.886420148,41.4019203762,11.672459245,0.0,10.5075,1.16495924503
 01/10  17:00:00,289.648241871,25.4178222887,6.7583468387,0.0,62.886420148,41.4019203762,11.6723793775,0.0,10.5075,1.16487937745
 01/10  18:00:00,293.318320784,25.4178222887,6.20011545385,0.0,62.886420148,41.4019203762,11.672525152,0.0,10.5075,1.16502515205
 01/10  19:00:00,289.536326827,25.4178222887,4.51126813417,0.0,41.9242800987,36.8599292233,15.8379123822,5.33306763491,9.34,1.16484474724
 01/10  20:00:00,269.257516602,25.4178222887,3.94633683671,0.0,41.9242800987,36.8599292233,29.0291095641,18.5244114481,9.34,1.16469811601
 01/10  21:00:00,243.737970862,25.4178222887,3.03677514094,0.0,34.9369000822,32.3179380704,39.7726443351,31.5801443351,8.1725,0.02
 01/10  22:00:00,173.422779841,25.4178222887,1.17071867832,0.0,13.9747600329,18.6919646116,18.7787086048,12.9441399086,4.67,1.16456869617
 01/10  23:00:00,121.057552119,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/10  24:00:00,151.406536758,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49927657379,0.0,2.335,1.16427657379
 01/11  01:00:00,127.245463478,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/11  02:00:00,117.496476349,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/11  03:00:00,116.288105366,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49922352454,0.0,2.335,1.16422352454
 01/11  04:00:00,116.107373512,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/11  05:00:00,123.601212771,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/11  06:00:00,122.91375534,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49921151174,0.0,2.335,1.16421151174
 01/11  07:00:00,172.217700957,25.4178222887,0.0480814819598,0.0,13.9747600329,18.6919646116,86.331757853,81.641757853,4.67,0.02
 01/11  08:00:00,179.173601584,25.4178222887,0.112031071673,0.0,13.9747600329,18.6919646116,106.697558454,102.007558454,4.67,0.02
 01/11  09:00:00,252.40378823,25.4178222887,1.14038210517,0.0,34.9369000822,32.3179380704,85.3847106269,76.0476966955,8.1725,1.16451393142
 01/11  10:00:00,286.073584339,25.4178222887,2.8470579253,0.0,62.886420148,41.4019203762,53.9566665177,42.2845312585,10.5075,1.16463525921
 01/11  11:00:00,285.302529252,25.4178222887,3.73690991518,0.0,62.886420148,41.4019203762,32.3109517576,21.7834517576,10.5075,0.02
 01/11  12:00:00,307.997880156,25.4178222887,4.58269077458,0.0,62.886420148,41.4019203762,14.050914581,2.37830927319,10.5075,1.1651053078
 01/11  13:00:00,301.031935914,25.4178222887,5.32354487552,0.0,62.886420148,41.4019203762,12.8178977278,0.0,10.5075,2.31039772782
 01/11  14:00:00,302.093051161,25.4178222887,5.90299295333,0.0,62.886420148,41.4019203762,11.6727395524,0.0,10.5075,1.1652395524
 01/11  15:00:00,296.325796121,25.4178222887,6.33437164758,0.0,62.886420148,41.4019203762,11.6725445827,0.0,10.5075,1.1650445827
 01/11  16:00:00,291.46025408,25.4178222887,6.63373393145,0.0,62.886420148,41.4019203762,11.6723715145,0.0,10.5075,1.16487151451
 01/11  17:00:00,291.594185925,25.4178222887,6.81289987115,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 01/11  18:00:00,297.143754712,25.4178222887,6.56719569136,0.0,62.886420148,41.4019203762,11.6725295407,0.0,10.5075,1.1650295407
 01/11  19:00:00,295.458014713,25.4178222887,5.17895300153,0.0,41.9242800987,36.8599292233,12.1758445119,1.67097776569,9.34,1.16486674618
 01/11  20:00:00,284.146251794,25.4178222887,4.71470625408,0.0,41.9242800987,36.8599292233,20.4017979411,9.89704997953,9.34,1.16474796159
 01/11  21:00:00,258.397885961,25.4178222887,3.70949543399,0.0,34.9369000822,32.3179380704,29.2238801984,19.8867378601,8.1725,1.16464233832
 01/11  22:00:00,185.098505132,25.4178222887,1.99397488836,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 01/11  23:00:00,128.040783481,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49939498337,0.0,2.335,1.16439498337
 01/11  24:00:00,157.632655801,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/12  01:00:00,136.46914166,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/12  02:00:00,127.585957024,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49923491842,0.0,2.335,1.16423491842
 01/12  03:00:00,127.844446227,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/12  04:00:00,127.717537465,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/12  05:00:00,134.960071214,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/12  06:00:00,132.914031835,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49923314084,0.0,2.335,1.16423314084
 01/12  07:00:00,181.187950929,25.4178222887,0.811238169773,0.0,13.9747600329,18.6919646116,41.8435300152,37.1535300152,4.67,0.02
 01/12  08:00:00,188.373770725,25.4178222887,0.676642730656,0.0,13.9747600329,18.6919646116,75.4124182219,70.7224182219,4.67,0.02
 01/12  09:00:00,260.001890114,25.4178222887,1.86572968452,0.0,34.9369000822,32.3179380704,63.6182825764,54.2811802164,8.1725,1.16460236001
 01/12  10:00:00,292.650067714,25.4178222887,3.99558776262,0.0,62.886420148,41.4019203762,39.7199425376,28.0477497872,10.5075,1.16469275034
 01/12  11:00:00,292.335864299,25.4178222887,4.95854637331,0.0,62.886420148,41.4019203762,20.8362609628,9.16392323719,10.5075,1.16483772564
 01/12  12:00:00,315.195926944,25.4178222887,6.63520085651,0.0,62.886420148,41.4019203762,11.6726450469,0.0,10.5075,1.16514504685
 01/12  13:00:00,310.954150266,25.4178222887,7.68899554529,0.0,62.886420148,41.4019203762,11.6725918965,0.0,10.5075,1.16509189648
 01/12  14:00:00,313.800312224,25.4178222887,8.44069598643,0.0,62.886420148,41.4019203762,11.6727009701,0.0,10.5075,1.1652009701
 01/12  15:00:00,306.704507869,25.4178222887,9.56569005391,0.0,62.886420148,41.4019203762,11.6725439353,0.0,10.5075,1.16504393534
 01/12  16:00:00,303.056255498,25.4178222887,10.5644458921,0.0,62.886420148,41.4019203762,11.672388304,0.0,10.5075,1.16488830403
 01/12  17:00:00,301.811151491,25.4178222887,10.5279479678,0.0,62.886420148,41.4019203762,11.6725251185,0.0,10.5075,1.16502511846
 01/12  18:00:00,305.906745488,25.4178222887,9.83700096149,0.0,62.886420148,41.4019203762,11.6724700574,0.0,10.5075,1.16497005737
 01/12  19:00:00,303.455146789,25.4178222887,7.90195471582,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 01/12  20:00:00,290.852688386,25.4178222887,6.59497422116,0.0,41.9242800987,36.8599292233,10.5048040354,0.0,9.34,1.1648040354
 01/12  21:00:00,263.018542211,25.4178222887,4.6742847082,0.0,34.9369000822,32.3179380704,14.2664187113,4.92921651958,8.1725,1.1647021917
 01/12  22:00:00,186.757428354,25.4178222887,2.66363278077,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 01/12  23:00:00,127.3921618,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49942791506,0.0,2.335,1.16442791506
 01/12  24:00:00,156.394015837,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/13  01:00:00,134.733615552,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49923822205,0.0,2.335,1.16423822205
 01/13  02:00:00,125.392792871,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/13  03:00:00,125.094594564,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/13  04:00:00,124.834026201,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/13  05:00:00,151.111895309,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49926190119,0.0,2.335,1.16426190119
 01/13  06:00:00,150.967101748,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/13  07:00:00,202.968722768,25.4178222887,1.04294271958,0.0,13.9747600329,18.6919646116,29.1913651646,24.5013651646,4.67,0.02
 01/13  08:00:00,204.298059347,25.4178222887,1.02209988014,0.0,13.9747600329,18.6919646116,58.0494097891,52.215040578,4.67,1.16436921106
 01/13  09:00:00,263.675401961,25.4178222887,2.30290191327,0.0,34.9369000822,32.3179380704,50.1191473498,41.9266473498,8.1725,0.02
 01/13  10:00:00,293.652662023,25.4178222887,4.09888214708,0.0,62.886420148,41.4019203762,35.8146702272,24.1424128874,10.5075,1.16475733982
 01/13  11:00:00,288.349504292,25.4178222887,4.23787286556,0.0,62.886420148,41.4019203762,30.3149811759,18.6426091006,10.5075,1.16487207525
 01/13  12:00:00,304.711900373,25.4178222887,4.30488634999,0.0,62.886420148,41.4019203762,27.7075638822,16.0349381903,10.5075,1.1651256919
 01/13  13:00:00,291.76401259,25.4178222887,4.00882430423,0.0,62.886420148,41.4019203762,34.0766076787,22.4037886317,10.5075,1.16531904701
 01/13  14:00:00,285.654006088,25.4178222887,3.44423681009,0.0,62.886420148,41.4019203762,46.4324649255,34.7597960977,10.5075,1.16516882781
 01/13  15:00:00,275.660805027,25.4178222887,2.99608407453,0.0,62.886420148,41.4019203762,56.6808961086,45.0083463565,10.5075,1.16504975205
 01/13  16:00:00,270.278549927,25.4178222887,2.93094040514,0.0,62.886420148,41.4019203762,57.0396744053,45.367262788,10.5075,1.16491161727
 01/13  17:00:00,269.081578679,25.4178222887,2.83681291888,0.0,62.886420148,41.4019203762,59.7023444674,48.0300077806,10.5075,1.16483668679
 01/13  18:00:00,273.471252355,25.4178222887,2.54882759846,0.0,62.886420148,41.4019203762,70.1720617694,58.4995740705,10.5075,1.16498769889
 01/13  19:00:00,274.628034284,25.4178222887,1.78319581622,0.0,41.9242800987,36.8599292233,80.8714975232,70.3667060758,9.34,1.16479144739
 01/13  20:00:00,255.167488463,25.4178222887,1.56126550629,0.0,41.9242800987,36.8599292233,87.0328950537,77.6728950537,9.34,0.02
 01/13  21:00:00,231.001542732,25.4178222887,1.06873417206,0.0,34.9369000822,32.3179380704,86.9078984746,77.5706301473,8.1725,1.16476832731
 01/13  22:00:00,168.171628999,25.4178222887,0.346738983869,0.0,13.9747600329,18.6919646116,48.2923526717,42.457769981,4.67,1.16458269064
 01/13  23:00:00,119.849597302,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/13  24:00:00,152.340118836,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49926740117,0.0,2.335,1.16426740117
 01/14  01:00:00,126.266023659,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/14  02:00:00,117.362905867,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/14  03:00:00,116.902728923,0.0,0.0,0.0,3.49369000822,6.81298672936,2.9155365338,0.0,1.75125,1.1642865338
 01/14  04:00:00,116.559123991,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/14  05:00:00,123.898269058,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/14  06:00:00,123.216038861,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91553337093,0.0,1.75125,1.16428337093
 01/14  07:00:00,161.696688584,25.4178222887,0.0127591067633,0.0,6.98738001645,14.1499734587,78.6413596901,75.1188596901,3.5025,0.02
 01/14  08:00:00,169.918518762,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,97.4596388636,93.9371388636,3.5025,0.02
 01/14  09:00:00,228.084160433,25.4178222887,0.373456244881,0.0,20.9621400493,23.2339557645,84.0932608768,77.0911385613,5.8375,1.16462231552
 01/14  10:00:00,253.755145483,25.4178222887,1.70976866811,0.0,41.9242800987,36.8599292233,68.0131540457,57.508495167,9.34,1.16465887876
 01/14  11:00:00,280.606133485,25.4178222887,2.96992020704,0.0,62.886420148,41.4019203762,51.9630175138,41.4355175138,10.5075,0.02
 01/14  12:00:00,302.909269935,25.4178222887,3.42475149345,0.0,62.886420148,41.4019203762,40.6383803034,28.9657155579,10.5075,1.16516474548
 01/14  13:00:00,291.413067538,25.4178222887,3.49652533773,0.0,62.886420148,41.4019203762,44.0053683665,31.1874600545,10.5075,2.31040831195
 01/14  14:00:00,290.713280707,25.4178222887,3.68674203465,0.0,62.886420148,41.4019203762,37.8229442646,26.1501958185,10.5075,1.16524844608
 01/14  15:00:00,284.022487753,25.4178222887,3.72795057339,0.0,62.886420148,41.4019203762,37.3404463003,25.6679054875,10.5075,1.16504081287
 01/14  16:00:00,279.226639398,25.4178222887,3.72622706842,0.0,62.886420148,41.4019203762,38.6028831339,26.9304129125,10.5075,1.16497022139
 01/14  17:00:00,279.284649021,25.4178222887,3.81240046745,0.0,62.886420148,41.4019203762,37.2807288266,25.6083428046,10.5075,1.16488602201
 01/14  18:00:00,285.961802761,25.4178222887,3.76012760168,0.0,62.886420148,41.4019203762,39.552797583,29.025297583,10.5075,0.02
 01/14  19:00:00,271.231116689,25.4178222887,2.00444709834,0.0,34.9369000822,32.3179380704,61.7682421233,52.4307819225,8.1725,1.16496020074
 01/14  20:00:00,230.390661534,25.4178222887,0.884686097578,0.0,20.9621400493,23.2339557645,71.5932252753,64.5910234262,5.8375,1.16470184911
 01/14  21:00:00,216.920629575,25.4178222887,0.815410307344,0.0,20.9621400493,23.2339557645,74.2263485057,67.2241940871,5.8375,1.16465441862
 01/14  22:00:00,162.513229472,25.4178222887,0.0699600516494,0.0,6.98738001645,14.1499734587,48.4853724695,44.9628724695,3.5025,0.02
 01/14  23:00:00,117.250231403,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91571402937,0.0,1.75125,1.16446402937
 01/14  24:00:00,146.925225078,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/15  01:00:00,120.373142715,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91550509903,0.0,1.75125,1.16425509903
 01/15  02:00:00,110.917458528,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/15  03:00:00,107.613380633,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/15  04:00:00,103.660774338,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/15  05:00:00,107.116033277,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91553771782,0.0,1.75125,1.16428771782
 01/15  06:00:00,103.384049262,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/15  07:00:00,135.500018817,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,243.473482145,239.950982145,3.5025,0.02
 01/15  08:00:00,133.746776527,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,256.241628118,251.574804453,3.5025,1.16432366419
 01/15  09:00:00,163.321865475,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,232.54793451,229.02543451,3.5025,0.02
 01/15  10:00:00,136.716862521,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,239.022895,234.356001599,3.5025,1.1643934007
 01/15  11:00:00,170.524747874,25.4178222887,0.0,0.0,27.9495200658,27.7759469175,217.010372484,209.985372484,7.005,0.02
 01/15  12:00:00,200.738132991,25.4178222887,0.0,0.0,27.9495200658,27.7759469175,197.279344369,189.109593141,7.005,1.16475122743
 01/15  13:00:00,210.401940162,25.4178222887,0.0858943070528,0.0,41.9242800987,36.8599292233,163.703469052,153.198720844,9.34,1.16474820839
 01/15  14:00:00,210.501968855,25.4178222887,0.115747147222,0.0,41.9242800987,36.8599292233,144.193684004,133.688980186,9.34,1.16470381835
 01/15  15:00:00,210.195489517,25.4178222887,0.481682361238,0.0,41.9242800987,36.8599292233,121.824052271,112.464052271,9.34,0.02
 01/15  16:00:00,206.970854358,25.4178222887,0.75927989078,0.0,41.9242800987,36.8599292233,107.793603395,97.2888180962,9.34,1.16478529923
 01/15  17:00:00,206.09730842,25.4178222887,0.879870266583,0.0,41.9242800987,36.8599292233,104.375535984,93.8707613945,9.34,1.16477458991
 01/15  18:00:00,181.894159699,25.4178222887,0.120971772798,0.0,27.9495200658,27.7759469175,137.938012761,129.768351946,7.005,1.16466081425
 01/15  19:00:00,191.98513071,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,162.147530341,157.457530341,4.67,0.02
 01/15  20:00:00,172.409555839,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,176.690837323,170.856219351,4.67,1.16461797146
 01/15  21:00:00,163.166081939,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,188.246218156,183.556218156,4.67,0.02
 01/15  22:00:00,147.672387569,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,159.963648858,154.129265258,4.67,1.16438360004
 01/15  23:00:00,91.1044066892,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/15  24:00:00,124.866013555,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/16  01:00:00,94.4937573344,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91549952697,0.0,1.75125,1.16424952697
 01/16  02:00:00,86.5933069195,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/16  03:00:00,85.479185232,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/16  04:00:00,84.8317810191,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91554260941,0.0,1.75125,1.16429260941
 01/16  05:00:00,90.8011999406,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/16  06:00:00,90.2449428137,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/16  07:00:00,128.951668531,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,314.644703619,309.977940873,3.5025,1.16426274582
 01/16  08:00:00,131.370931636,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,300.83702507,297.31452507,3.5025,0.02
 01/16  09:00:00,164.363617387,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,230.903290838,227.380790838,3.5025,0.02
